Maker,Year,Colour,Abuja,Ibadan,Lagos,Brand New,Foreign Used,Nigerian Used,Amount
53,2013,22,0,0,1,0,1,0,4.9
34,2008,2,1,0,0,0,1,0,6.5
53,2020,2,1,0,0,0,1,0,4.75
34,2011,22,1,0,0,0,0,1,1.85
53,2016,9,0,1,0,0,1,0,5.3
53,2018,18,0,0,1,0,1,0,16.5
34,2017,18,1,0,0,0,1,0,3.0
29,2015,22,1,0,0,0,1,0,5.4
17,2011,9,0,1,0,0,0,1,9.5
34,2013,9,1,0,0,0,1,0,3.3
53,2012,4,0,0,1,0,1,0,11.5
34,2006,17,0,0,1,0,1,0,5.85
29,2015,22,1,0,0,0,0,1,7.5
29,2011,17,0,0,1,0,1,0,19.5
34,2008,22,0,0,1,0,1,0,42.0
53,2001,8,0,0,1,0,0,1,13.0
53,2021,22,1,0,0,0,1,0,1.59
53,2009,9,0,0,1,0,1,0,9.0
53,2010,2,0,0,1,0,1,0,8.0
53,2012,17,1,0,0,0,1,0,4.7
53,2021,18,1,0,0,1,0,0,5.8
0,2006,10,0,0,1,0,1,0,8.45
36,2003,10,0,0,1,0,0,1,5.5
53,2021,22,1,0,0,1,0,0,1.69
53,2021,2,1,0,0,1,0,0,23.0
29,2018,22,0,0,1,0,1,0,3.55
34,2014,2,0,0,1,0,1,0,7.29
29,2005,18,0,0,1,0,1,0,6.5
53,2020,2,1,0,0,1,0,0,24.0
53,2010,9,0,0,1,0,1,0,2.95
34,2015,2,0,0,1,0,1,0,1.69
53,2010,18,0,1,0,0,1,0,60.0
53,2018,17,0,0,1,0,1,0,105.0
34,2010,22,0,0,1,0,1,0,24.0
34,2013,22,1,0,0,0,1,0,16.0
34,2015,17,1,0,0,0,1,0,3.45
53,2018,2,1,0,0,0,0,1,29.0
53,2018,22,1,0,0,0,1,0,7.8
29,2021,2,1,0,0,0,1,0,12.8
53,2017,17,0,0,1,0,1,0,6.7
29,2010,17,0,0,1,0,1,0,18.2
17,2009,9,0,0,1,0,0,1,6.7
34,2012,22,0,0,1,0,1,0,14.2
29,2012,22,0,0,1,0,1,0,11.8
34,2010,9,1,0,0,0,0,1,13.5
29,2008,9,1,0,0,0,0,1,12.9
29,2020,2,1,0,0,1,0,0,29.5
53,2021,22,1,0,0,1,0,0,16.5
29,2008,22,0,0,1,0,1,0,6.5
34,2018,9,0,1,0,0,1,0,1.52
39,2004,17,1,0,0,0,0,1,7.6
29,2013,9,0,0,1,0,1,0,4.8
53,2012,22,1,0,0,0,1,0,4.73
0,2012,2,0,0,1,0,1,0,4.5
29,2011,22,0,0,1,0,1,0,33.5
29,2008,22,0,0,1,0,1,0,25.0
0,2005,9,0,0,1,0,0,1,4.3
29,2010,1,0,0,1,1,0,0,13.0
34,2013,2,0,0,1,0,1,0,1.25
53,2013,18,0,0,1,0,1,0,12.8
53,2018,9,1,0,0,0,1,0,9.0
34,2013,9,0,0,1,0,1,0,6.35
29,2006,18,0,0,1,0,1,0,5.7
53,2020,2,0,0,1,0,1,0,4.6
53,2007,3,0,1,0,0,0,1,2.03
29,2007,22,1,0,0,0,0,1,5.6
17,2013,2,1,0,0,0,0,1,9.5
34,2014,22,0,0,1,0,1,0,5.6
31,2003,9,0,0,1,0,0,1,14.5
53,2006,18,0,0,1,0,1,0,15.0
53,2013,18,1,0,0,0,0,1,4.16
29,2019,22,1,0,0,0,1,0,24.0
53,2008,18,0,0,1,0,1,0,2.25
34,2013,2,1,0,0,0,1,0,3.5
34,2013,17,0,0,1,0,1,0,3.7
19,2015,9,0,0,1,0,0,1,14.8
53,2017,22,1,0,0,0,0,1,1.69
29,2020,9,0,0,1,1,0,0,6.2
29,2005,3,0,0,1,0,1,0,3.85
28,2015,22,1,0,0,0,1,0,24.8
53,2005,22,1,0,0,0,1,0,3.6
53,2020,17,1,0,0,0,1,0,12.0
53,2016,2,1,0,0,0,0,1,10.5
54,2013,2,0,1,0,0,0,1,2.25
53,2007,18,1,0,0,0,0,1,11.0
39,2016,2,1,0,0,0,0,1,78.0
17,2013,18,1,0,0,0,1,0,3.35
29,2007,3,0,0,1,0,1,0,46.0
19,2012,22,0,0,1,0,1,0,2.9
29,2009,3,0,0,1,0,1,0,55.0
53,2006,18,1,0,0,0,0,1,5.2
53,2015,2,0,0,1,0,1,0,3.04
53,2006,2,0,0,1,0,1,0,2.85
29,2015,18,1,0,0,0,1,0,4.5
34,2016,2,1,0,0,0,1,0,5.85
29,2012,18,0,0,1,0,1,0,5.4
14,2012,22,0,0,1,0,1,0,3.03
28,2019,22,1,0,0,0,1,0,4.65
53,2009,18,0,0,1,0,1,0,1.85
17,2006,2,1,0,0,0,0,1,14.3
53,2006,2,0,1,0,0,0,1,7.3
14,2001,22,0,1,0,0,0,1,19.5
53,2007,2,1,0,0,0,1,0,14.5
34,2008,2,0,0,1,0,1,0,8.85
32,2015,22,0,0,1,0,1,0,6.19
29,2008,18,0,1,0,0,1,0,75.0
19,2012,8,1,0,0,0,0,1,8.5
15,2019,2,0,0,1,0,1,0,1.69
34,2017,2,0,0,1,0,1,0,1.8
14,2020,2,1,0,0,1,0,0,1.5
29,2019,22,1,0,0,0,1,0,3.55
29,2009,17,0,0,1,0,1,0,7.0
41,2019,22,1,0,0,0,1,0,29.0
53,2009,2,0,1,0,0,1,0,4.4
37,2000,10,0,0,1,0,1,0,2.85
53,2009,2,1,0,0,0,0,1,7.9
53,2013,9,0,0,1,0,1,0,44.5
53,2010,18,1,0,0,0,0,1,28.5
34,2008,18,1,0,0,0,1,0,24.0
53,2010,22,0,0,1,0,1,0,4.65
29,2006,22,1,0,0,0,1,0,78.0
34,2014,9,1,0,0,0,1,0,3.75
34,2008,22,0,0,1,0,1,0,1.8
53,2016,9,1,0,0,0,1,0,4.78
34,2008,3,1,0,0,0,1,0,8.5
29,2000,17,1,0,0,0,0,1,2.8
35,2005,10,0,1,0,0,0,1,7.0
29,2021,2,0,0,1,1,0,0,8.55
34,2012,9,1,0,0,0,1,0,3.75
53,2018,22,1,0,0,0,1,0,14.0
53,2010,3,1,0,0,0,0,1,6.0
34,2012,9,0,0,1,0,1,0,7.0
53,2006,18,0,1,0,0,1,0,5.63
37,2008,9,1,0,0,0,0,1,1.6
19,2013,2,0,0,1,0,0,1,2.0
53,2018,9,0,0,1,0,1,0,98.0
53,2013,22,0,0,1,0,0,1,13.5
53,2013,9,0,0,1,0,1,0,13.0
34,2011,22,0,0,1,0,1,0,3.5
3,2006,18,1,0,0,0,1,0,12.5
53,2013,18,0,0,1,0,1,0,2.4
34,2015,3,0,0,1,0,1,0,2.5
29,2016,3,1,0,0,0,1,0,2.4
29,2006,18,0,1,0,0,0,1,19.0
53,2008,17,0,0,1,0,1,0,6.19
34,2014,22,1,0,0,0,1,0,9.65
53,2010,18,1,0,0,0,0,1,6.6
53,2013,18,1,0,0,0,1,0,2.8
34,2017,9,1,0,0,0,1,0,8.2
29,2008,2,0,0,1,0,1,0,13.5
34,2006,22,1,0,0,0,1,0,18.9
17,2011,2,0,0,1,0,0,1,4.25
14,2014,2,1,0,0,0,0,1,3.5
34,2010,8,0,0,1,0,1,0,12.5
29,2018,2,0,0,1,0,1,0,4.85
17,2019,2,0,1,0,0,1,0,5.6
53,2021,22,1,0,0,1,0,0,17.6
53,2004,17,1,0,0,0,1,0,4.48
53,2016,18,0,0,1,0,1,0,2.9
53,2008,9,1,0,0,0,1,0,2.59
34,2016,2,1,0,0,0,0,1,5.2
17,2007,18,1,0,0,0,1,0,4.21
34,2018,18,1,0,0,0,1,0,32.0
0,2008,9,0,0,1,0,1,0,11.0
29,2008,9,0,0,1,0,1,0,26.0
53,2012,2,1,0,0,0,0,1,2.55
28,2012,2,1,0,0,0,0,1,16.6
53,2018,2,0,0,1,0,1,0,3.7
53,2014,9,1,0,0,0,1,0,11.0
29,2015,3,0,0,1,0,0,1,2.9
53,2007,18,0,0,1,0,1,0,20.0
34,2013,2,0,0,1,0,1,0,4.5
19,2010,18,1,0,0,0,0,1,4.68
34,2018,2,1,0,0,0,1,0,13.5
53,2012,18,0,1,0,0,1,0,
53,2013,2,0,0,1,0,0,1,6.5
34,2005,2,1,0,0,0,0,1,9.8
29,2020,9,0,0,1,0,1,0,6.8
33,2010,3,1,0,0,0,0,1,8.5
53,2006,17,1,0,0,0,1,0,5.8
34,2014,2,0,0,1,0,1,0,13.5
28,2013,2,1,0,0,0,0,1,2.1
53,2007,18,0,1,0,0,0,1,29.5
53,2004,18,1,0,0,0,0,1,13.0
53,2013,2,0,0,1,0,1,0,4.3
1,2018,2,1,0,0,0,1,0,2.03
53,2011,8,1,0,0,0,0,1,29.0
34,2015,22,1,0,0,0,1,0,2.6
19,2014,9,1,0,0,0,1,0,2.95
34,2014,10,1,0,0,0,1,0,11.8
29,2005,2,0,0,1,0,1,0,23.0
53,2008,3,1,0,0,0,1,0,2.75
29,2004,2,1,0,0,0,1,0,1.45
34,2014,2,0,0,1,0,1,0,5.0
29,2009,4,0,0,1,0,1,0,14.5
53,2021,2,1,0,0,1,0,0,2.8
53,2010,18,0,1,0,0,1,0,11.3
28,2015,2,1,0,0,0,1,0,6.0
17,2008,18,1,0,0,0,1,0,10.45
34,2013,22,1,0,0,0,1,0,3.3
29,2006,9,1,0,0,0,0,1,3.7
34,2011,2,0,0,1,0,1,0,4.3
34,2007,2,1,0,0,0,0,1,14.7
32,2018,22,0,0,1,0,1,0,4.7
19,2012,17,0,1,0,0,1,0,42.0
53,2015,9,0,0,1,0,1,0,6.75
53,2012,18,0,1,0,0,1,0,26.0
34,2014,2,0,0,1,0,1,0,3.2
28,2015,22,1,0,0,0,1,0,6.85
34,2012,2,1,0,0,0,1,0,2.35
53,2007,3,1,0,0,0,0,1,9.3
53,2005,8,0,0,1,0,1,0,1.57
53,2008,18,0,0,1,0,1,0,42.0
34,2013,2,0,0,1,0,1,0,4.5
34,2010,22,1,0,0,0,1,0,14.5
34,2016,2,1,0,0,0,1,0,4.3
53,2009,9,1,0,0,0,1,0,9.8
34,2011,3,0,0,1,0,1,0,16.01
53,2006,8,0,0,1,0,1,0,13.5
39,2005,2,1,0,0,0,0,1,2.75
53,2007,2,0,0,1,0,1,0,5.15
14,2014,2,1,0,0,0,1,0,3.6
34,2015,22,0,0,1,0,1,0,12.3
53,2008,8,1,0,0,0,0,1,5.5
53,2017,18,0,0,1,0,1,0,21.0
14,2011,2,0,0,1,0,1,0,3.7
34,2015,22,1,0,0,0,1,0,7.5
34,2016,22,1,0,0,0,1,0,4.8
29,2017,9,1,0,0,0,1,0,1.65
34,2012,2,1,0,0,0,1,0,3.3
29,2011,2,0,0,1,0,1,0,5.85
53,2014,2,0,0,1,0,1,0,15.0
34,2017,18,0,0,1,0,1,0,2.7
53,2010,2,1,0,0,0,0,1,7.8
34,2014,2,1,0,0,0,0,1,10.0
53,2019,9,1,0,0,0,1,0,23.0
53,2011,3,0,1,0,0,1,0,20.5
29,2013,22,0,0,1,0,1,0,28.5
53,2005,8,0,1,0,0,1,0,12.3
53,2020,9,1,0,0,0,1,0,5.85
19,2013,2,0,1,0,0,1,0,4.6
29,2008,2,0,0,1,0,1,0,34.5
34,2009,2,1,0,0,0,1,0,2.8
34,2015,9,1,0,0,0,1,0,3.9
14,2011,2,0,0,1,0,1,0,8.8
34,2019,3,1,0,0,0,1,0,5.5
29,2012,8,1,0,0,0,0,1,12.5
53,2004,17,1,0,0,0,1,0,6.5
53,2013,18,0,0,1,0,1,0,37.0
53,2018,22,0,1,0,0,1,0,8.8
53,2013,9,1,0,0,0,0,1,3.71
3,2007,22,1,0,0,0,1,0,5.9
29,2006,2,1,0,0,0,1,0,16.9
53,2017,16,1,0,0,0,1,0,3.94
53,2015,2,0,0,1,0,1,0,15.0
29,2010,22,0,0,1,0,1,0,7.5
29,2016,18,0,0,1,0,0,1,2.6
29,2010,2,0,0,1,0,1,0,9.88
53,2021,2,0,0,1,1,0,0,22.0
3,2018,9,1,0,0,0,1,0,3.85
29,2010,2,0,0,1,0,1,0,4.2
34,2002,9,0,0,1,0,0,1,3.59
17,2009,2,1,0,0,0,0,1,9.6
53,2010,18,0,0,1,0,1,0,10.5
53,2004,10,0,0,1,0,1,0,5.25
29,2011,2,0,0,1,0,1,0,19.5
29,2020,9,0,0,1,0,1,0,9.7
29,2006,2,0,0,1,0,1,0,32.0
53,2014,17,0,0,1,0,1,0,32.0
53,2018,9,0,0,1,0,1,0,5.2
53,2011,17,0,1,0,0,0,1,1.69
34,2009,2,0,1,0,0,1,0,2.5
29,2008,2,0,0,1,0,1,0,7.0
29,2008,9,0,0,1,0,1,0,3.9
53,2013,2,1,0,0,0,0,1,9.55
53,2011,9,0,0,1,0,1,0,26.0
53,2012,2,1,0,0,0,1,0,3.62
53,2015,2,0,1,0,0,1,0,8.5
53,2010,9,1,0,0,0,0,1,15.5
29,2012,9,0,0,1,0,0,1,3.94
53,2009,2,1,0,0,0,1,0,4.8
53,2010,18,0,0,1,0,1,0,4.5
53,2008,8,0,0,1,0,1,0,4.9
29,2017,16,0,0,1,0,1,0,5.3
29,2007,18,0,0,1,0,1,0,4.5
53,2012,3,0,0,1,0,1,0,12.5
53,2014,18,1,0,0,0,1,0,5.85
53,2014,2,1,0,0,0,1,0,2.55
34,2008,18,1,0,0,0,0,1,4.8
29,2011,22,0,0,1,0,1,0,6.1
3,2006,8,1,0,0,0,1,0,8.3
34,2014,22,1,0,0,0,1,0,3.95
29,2008,2,0,0,1,0,1,0,19.5
34,2012,2,1,0,0,0,1,0,3.94
34,2011,9,0,0,1,0,1,0,8.3
17,2014,18,1,0,0,0,0,1,7.6
34,2012,10,1,0,0,0,1,0,8.7
29,2015,2,1,0,0,0,1,0,2.5
53,2020,2,1,0,0,1,0,0,9.2
19,2012,18,0,0,1,0,0,1,2.8
39,2007,3,0,0,1,0,0,1,14.0
29,2007,9,0,0,1,0,1,0,4.7
17,2016,2,0,0,1,0,0,1,3.5
53,2013,2,1,0,0,0,1,0,4.8
29,2013,22,0,0,1,0,1,0,3.7
34,2014,2,1,0,0,0,1,0,6.4
53,2012,2,1,0,0,0,0,1,19.5
53,2007,3,0,0,1,0,1,0,40.0
29,2010,9,0,0,1,0,1,0,3.15
34,2018,2,1,0,0,0,0,1,1.8
34,2005,18,0,0,1,0,1,0,4.5
34,2009,2,1,0,0,0,1,0,11.25
53,2005,2,0,0,1,0,0,1,7.0
14,2010,17,1,0,0,0,1,0,8.5
53,2007,8,1,0,0,0,0,1,13.0
53,2010,18,0,0,1,0,0,1,2.75
53,2020,2,1,0,0,0,1,0,3.55
53,2004,17,0,0,1,0,1,0,9.0
53,2020,2,1,0,0,1,0,0,22.0
17,2006,2,1,0,0,0,1,0,1.91
29,2006,18,0,0,1,0,1,0,4.75
29,2021,2,0,0,1,1,0,0,1.58
53,2013,9,0,0,1,0,1,0,7.0
29,2011,2,0,0,1,0,1,0,2.7
37,2011,9,0,0,1,0,1,0,2.81
53,2016,2,1,0,0,0,1,0,12.0
53,2009,22,0,0,1,0,1,0,5.1
29,2009,2,0,0,1,0,1,0,35.5
53,2003,3,0,0,1,0,1,0,3.45
17,2013,18,1,0,0,0,1,0,3.4
53,2016,18,1,0,0,0,1,0,170.0
53,2004,9,1,0,0,0,1,0,5.4
53,2014,18,0,0,1,0,1,0,6.3
53,2012,17,0,1,0,0,1,0,2.36
17,2013,9,1,0,0,0,0,1,6.3
29,2008,9,0,0,1,0,1,0,5.4
53,2016,2,0,0,1,0,1,0,4.3
29,2012,9,0,0,1,0,1,0,2.3
17,2012,2,1,0,0,0,1,0,6.0
53,2015,9,1,0,0,0,1,0,7.2
53,2006,3,0,0,1,0,1,0,2.9
53,2002,8,1,0,0,0,1,0,7.31
47,2016,17,0,0,1,0,1,0,6.1
0,2015,2,0,0,1,0,1,0,3.3
3,2009,9,1,0,0,0,0,1,4.25
53,2008,9,0,1,0,0,1,0,21.0
14,2010,22,1,0,0,0,1,0,8.85
53,2004,2,1,0,0,0,0,1,2.95
14,2008,2,1,0,0,0,0,1,6.8
3,2021,10,1,0,0,0,1,0,3.5
53,2011,9,0,0,1,0,1,0,2.7
19,2008,17,0,0,1,0,0,1,7.0
29,2008,17,0,1,0,0,0,1,8.7
29,2008,18,0,0,1,0,1,0,1.8
17,2010,18,1,0,0,0,1,0,2.95
54,1998,10,0,0,1,0,0,1,7.5
34,2014,9,1,0,0,0,0,1,1.45
53,2006,9,1,0,0,0,1,0,1.9
40,2005,9,0,0,1,0,1,0,95.0
53,2004,10,0,1,0,0,1,0,8.3
53,2006,3,0,0,1,0,1,0,1.8
25,2017,4,1,0,0,0,0,1,3.75
34,2010,2,1,0,0,0,0,1,4.5
53,2017,9,0,0,1,0,1,0,4.5
53,2018,22,0,0,1,0,1,0,1.24
29,2010,3,0,0,1,0,1,0,7.0
53,2009,17,1,0,0,0,0,1,3.3
34,2017,9,0,0,1,0,1,0,2.85
53,2004,18,0,0,1,0,0,1,3.7
34,2014,9,1,0,0,0,1,0,4.9
29,2008,3,0,1,0,0,0,1,3.5
53,2015,2,0,0,1,0,1,0,5.06
34,2015,9,1,0,0,0,1,0,28.5
33,2011,3,1,0,0,0,1,0,23.0
53,2021,2,1,0,0,1,0,0,8.3
53,2006,18,0,1,0,0,1,0,2.8
53,2005,2,1,0,0,0,0,1,24.5
53,2020,2,1,0,0,0,0,1,2.14
19,2017,9,0,0,1,0,1,0,11.2
53,1998,2,1,0,0,0,1,0,4.0
3,2009,2,1,0,0,0,0,1,25.5
29,2010,9,0,1,0,0,1,0,11.0
37,2015,18,1,0,0,0,0,1,4.0
53,2006,18,1,0,0,0,0,1,37.0
29,2012,2,0,0,1,0,1,0,2.6
34,2016,9,1,0,0,0,1,0,1.86
53,2011,2,1,0,0,0,0,1,14.3
29,2006,3,0,0,1,0,1,0,5.0
53,2018,9,0,0,1,0,1,0,2.2
29,2008,18,0,0,1,0,1,0,2.45
53,2006,9,0,1,0,0,0,1,6.0
29,2021,22,0,0,1,0,1,0,2.5
17,2003,4,0,0,1,0,0,1,2.1
53,2014,4,0,0,1,0,1,0,9.2
29,2004,18,0,0,1,0,1,0,13.5
53,2022,2,1,0,0,1,0,0,12.5
29,2007,18,0,1,0,0,1,0,4.0
29,2010,22,0,0,1,0,1,0,23.5
29,2006,22,1,0,0,0,1,0,4.5
29,2008,9,0,0,1,0,0,1,1.65
53,2011,9,0,0,1,0,1,0,23.8
53,2012,17,0,0,1,0,1,0,1.13
53,2007,2,1,0,0,0,0,1,9.7
53,2010,22,0,0,1,0,1,0,6.2
29,2012,17,0,0,1,0,1,0,84.0
53,2006,18,0,0,1,0,1,0,4.5
18,2006,2,0,1,0,0,0,1,12.8
29,2019,2,1,0,0,0,1,0,5.0
53,2013,2,0,1,0,0,1,0,3.15
34,2005,2,1,0,0,0,1,0,14.0
29,2013,18,0,0,1,0,1,0,4.85
29,2011,9,0,0,1,0,1,0,4.7
29,2007,8,0,0,1,0,1,0,6.5
53,2010,18,1,0,0,0,1,0,15.0
34,2010,22,0,0,1,0,1,0,2.65
34,2009,2,1,0,0,0,1,0,5.0
17,2003,9,1,0,0,0,0,1,75.0
34,2017,2,1,0,0,0,1,0,4.8
29,2017,9,0,0,1,0,1,0,3.17
53,2016,22,1,0,0,0,1,0,8.55
53,2012,2,0,0,1,0,1,0,5.65
34,2020,9,1,0,0,0,1,0,5.7
29,2006,18,0,0,1,0,1,0,3.8
3,2006,22,1,0,0,0,0,1,8.5
29,2005,9,1,0,0,0,0,1,4.8
17,2007,2,0,1,0,0,0,1,1.46
28,2015,22,1,0,0,0,1,0,21.0
53,2007,18,0,0,1,0,0,1,19.85
29,2013,18,0,0,1,0,1,0,9.0
29,2009,22,0,0,1,0,1,0,6.3
29,2008,9,0,1,0,0,1,0,43.0
1,2011,22,1,0,0,0,1,0,5.3
8,2014,2,1,0,0,0,0,1,1.58
0,2017,2,0,0,1,0,1,0,3.04
29,2010,17,0,0,1,0,1,0,0.8
53,2013,17,0,0,1,0,1,0,38.5
53,2012,2,1,0,0,0,1,0,2.03
34,2015,3,1,0,0,0,0,1,9.2
53,2013,2,1,0,0,0,1,0,6.2
53,2005,18,1,0,0,0,1,0,4.5
53,2008,2,1,0,0,0,1,0,4.9
29,2009,2,0,0,1,0,1,0,10.5
53,2009,9,0,1,0,0,1,0,20.0
53,2009,9,1,0,0,0,1,0,5.9
53,2007,18,0,0,1,0,1,0,6.75
53,2011,4,1,0,0,0,0,1,8.2
53,2020,2,1,0,0,0,1,0,9.6
29,2004,22,1,0,0,0,0,1,5.2
53,2015,17,1,0,0,0,1,0,2.3
29,2008,17,0,1,0,0,0,1,3.85
53,2004,9,1,0,0,0,0,1,4.8
29,2011,18,0,0,1,0,0,1,3.19
29,2006,9,1,0,0,0,1,0,4.6
34,2009,2,1,0,0,0,1,0,3.55
0,2013,3,1,0,0,0,1,0,5.3
53,2014,10,1,0,0,0,1,0,13.5
24,2013,3,1,0,0,0,1,0,3.9
41,2012,4,1,0,0,0,1,0,9.7
34,2008,18,0,1,0,0,0,1,3.6
53,2010,2,1,0,0,0,0,1,1.75
53,2011,3,0,0,1,0,1,0,6.9
1,2011,2,1,0,0,0,1,0,4.3
0,2008,17,1,0,0,0,1,0,4.8
53,2012,9,0,0,1,0,1,0,7.5
28,2018,2,0,0,1,0,1,0,6.0
53,2007,2,0,0,1,0,0,1,12.0
53,2013,2,1,0,0,0,1,0,14.5
53,2015,18,1,0,0,0,1,0,3.15
34,2016,2,1,0,0,0,1,0,2.75
53,2011,9,0,1,0,0,1,0,4.8
34,2009,8,1,0,0,0,0,1,5.5
53,2010,9,1,0,0,0,0,1,5.0
19,2013,22,0,0,1,0,1,0,5.2
53,2008,22,0,0,1,0,1,0,45.0
53,2008,9,0,0,1,0,0,1,1.91
53,2008,18,0,1,0,0,1,0,5.6
0,2009,17,0,0,1,0,1,0,5.5
34,2008,18,1,0,0,0,0,1,22.0
50,2008,9,1,0,0,0,1,0,3.05
53,2005,17,1,0,0,0,0,1,2.7
29,2014,22,0,0,1,0,1,0,5.0
29,2008,8,0,0,1,0,1,0,3.77
1,2007,2,1,0,0,0,0,1,7.3
34,2008,3,1,0,0,0,1,0,3.94
43,2021,22,1,0,0,1,0,0,3.45
34,2014,2,0,0,1,0,1,0,4.2
53,2018,1,1,0,0,0,1,0,2.6
34,2010,2,1,0,0,0,1,0,2.61
54,2001,2,0,1,0,0,0,1,1.8
29,2003,10,1,0,0,0,0,1,19.5
0,2008,22,0,0,1,0,1,0,5.5
11,2015,9,1,0,0,0,1,0,1.5
29,2010,9,0,0,1,0,1,0,4.8
29,2013,2,0,0,1,0,1,0,450.0
29,2008,2,0,0,1,0,1,0,12.5
29,2007,3,1,0,0,0,1,0,13.0
53,2012,18,0,0,1,0,0,1,4.1
53,2019,2,1,0,0,0,1,0,0.73
29,2010,9,0,1,0,0,1,0,1.55
29,2008,2,0,0,1,0,1,0,4.5
19,2014,13,1,0,0,0,1,0,11.4
53,2021,2,1,0,0,1,0,0,5.2
19,2019,3,1,0,0,0,1,0,26.0
53,2013,2,1,0,0,0,0,1,6.8
53,2010,8,0,1,0,0,1,0,4.7
53,2014,2,1,0,0,0,1,0,4.5
53,2010,22,1,0,0,0,1,0,17.2
29,2015,18,0,0,1,0,1,0,14.0
53,2007,3,0,0,1,0,0,1,5.4
53,2005,18,0,1,0,0,0,1,4.85
0,2010,2,0,0,1,0,1,0,30.0
53,2005,17,1,0,0,0,1,0,9.75
28,2003,10,1,0,0,0,1,0,6.5
29,2009,18,0,0,1,0,1,0,4.2
34,2008,18,1,0,0,0,0,1,7.0
55,2010,18,0,0,1,0,0,1,3.95
34,2017,2,0,0,1,0,1,0,24.0
53,2017,18,1,0,0,0,0,1,2.81
53,2018,9,1,0,0,0,1,0,1.9
16,2021,22,1,0,0,1,0,0,3.6
34,2013,2,0,0,1,0,1,0,3.75
53,2005,10,0,0,1,0,1,0,4.3
16,2010,8,0,0,1,0,1,0,6.25
29,2011,18,0,0,1,0,1,0,2.9
34,2020,2,1,0,0,0,1,0,2.59
28,2018,2,1,0,0,1,0,0,37.5
34,2013,2,0,0,1,0,1,0,25.0
29,2008,17,0,0,1,0,1,0,14.5
53,2008,18,1,0,0,0,1,0,85.0
11,2013,18,0,0,1,0,1,0,11.0
29,2018,2,1,0,0,0,1,0,3.5
36,2011,2,1,0,0,0,0,1,5.5
29,2011,2,0,0,1,0,1,0,8.75
53,2005,18,0,0,1,0,1,0,40.0
53,2005,10,0,0,1,0,1,0,65.0
34,2010,17,0,0,1,0,1,0,16.85
29,2012,18,0,0,1,0,1,0,4.38
34,2014,2,1,0,0,0,1,0,5.06
53,2012,2,1,0,0,0,1,0,12.38
53,2009,2,0,0,1,0,0,1,20.0
34,2013,2,0,0,1,0,1,0,1.95
54,2005,2,1,0,0,0,1,0,8.49
53,2009,10,1,0,0,0,0,1,4.7
53,2015,9,0,0,1,0,1,0,5.2
0,2017,2,0,0,1,0,1,0,7.05
53,2007,9,0,0,1,0,1,0,7.5
28,2020,18,1,0,0,0,1,0,11.35
53,2018,2,0,0,1,0,1,0,4.75
34,2007,2,0,0,1,0,0,1,2.7
34,2017,22,1,0,0,0,1,0,14.55
53,2015,22,1,0,0,0,1,0,3.6
19,2010,2,1,0,0,0,0,1,3.2
19,2011,22,0,0,1,0,1,0,6.95
53,2010,8,1,0,0,0,0,1,18.5
28,2017,3,1,0,0,0,1,0,4.5
34,2010,22,0,0,1,0,1,0,43.0
53,2011,18,0,0,1,0,1,0,13.25
53,2005,9,1,0,0,0,0,1,5.63
34,2015,2,1,0,0,0,1,0,35.5
29,2019,22,1,0,0,0,1,0,5.5
34,2003,18,0,0,1,0,0,1,2.0
53,2013,22,0,0,1,0,1,0,4.5
14,2009,2,1,0,0,0,0,1,3.0
53,2020,22,1,0,0,1,0,0,55.0
25,2013,9,0,0,1,0,0,1,12.0
34,2014,22,0,0,1,0,1,0,3.95
53,2013,17,0,0,1,0,1,0,1.65
29,2009,8,0,0,1,0,1,0,13.95
29,2018,2,1,0,0,0,1,0,23.0
53,2011,2,0,0,1,0,0,1,1.2
29,2006,2,0,0,1,0,1,0,14.2
53,2013,2,1,0,0,0,0,1,2.2
53,2016,22,1,0,0,0,1,0,24.5
28,2018,22,1,0,0,0,1,0,1.35
34,2012,2,1,0,0,0,1,0,11.5
34,2017,2,1,0,0,0,1,0,9.4
53,2009,9,0,0,1,0,1,0,5.9
37,2009,2,1,0,0,0,1,0,75.0
29,2017,9,0,0,1,0,1,0,3.38
17,2009,9,1,0,0,0,1,0,5.0
28,2007,2,1,0,0,0,0,1,4.5
29,2019,22,0,0,1,0,1,0,15.0
3,2013,1,1,0,0,0,1,0,60.0
53,2004,18,0,0,1,0,1,0,12.9
19,2014,17,1,0,0,0,1,0,19.5
53,2003,10,1,0,0,0,0,1,3.25
34,2007,2,0,1,0,0,1,0,2.85
53,2009,9,1,0,0,0,1,0,13.0
53,2008,9,0,0,1,0,1,0,4.8
14,2015,18,1,0,0,0,0,1,5.2
53,2011,22,1,0,0,0,1,0,36.0
34,2012,2,0,0,1,0,1,0,14.5
34,2016,22,1,0,0,0,1,0,4.5
53,2015,18,1,0,0,0,1,0,5.0
34,2015,22,1,0,0,0,1,0,1.55
53,2008,18,0,0,1,0,1,0,2.7
14,2021,2,1,0,0,1,0,0,3.7
29,2015,8,0,0,1,0,1,0,4.0
53,2015,4,1,0,0,0,1,0,16.88
53,2005,18,1,0,0,0,1,0,6.8
53,2018,18,0,0,1,0,1,0,7.5
34,2012,2,0,0,1,0,0,1,12.4
29,2006,22,1,0,0,0,0,1,5.65
17,2011,2,0,0,1,0,1,0,25.0
34,2010,18,0,0,1,0,1,0,7.3
53,2003,2,0,1,0,0,1,0,33.0
